Trust Abbrev,Trust Name,Trust Website,Page URL,Event Title,Date,Time,Location,Description,Event URL,Scan Date
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,Earth Month and All Things Spring,2023-05-19,,,"Groundwork Milwaukee


May 19, 2023



Newsletter",https://www.groundworkmke.org/news-blog/2023/5/19/earth-month-and-all-things-spring,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Woodall Creek Forest Restoration,2023-05-20,,Woodall Creek,"Help promote a healthy plant community and a sustainable forest at Woodall Creek. Your work will improve habitat for humans who use the greenspace for recreation and wildlife that call it home. Activities include hand-pulling and cutting invasive plants such as English ivy, Chinese privet, and kudzu in a densely wooded area off trail. Physical activity such as bending, pulling, lifting, and kneeling is required. Forest restoration can be physically strenuous - be ready to break a sweat and get dirty and learn a lot while doing it!For more information and to sign up for a date, visit: https://www.treesatlanta.org/get-involved/events/forest-restoration-project-at-woodall-creek-a0V7V00000KLQRkUAP",https://www.groundworkatlanta.org/events/2023/1/21/woodall-creek-forest-restoration-r88t2-fpx8e-fgmsk-4jkkc,2025-07-14 06:22:51
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,Network News,2023-06-02,,,"Groundwork Milwaukee


June 2, 2023



Newsletter",https://www.groundworkmke.org/news-blog/2023/5/26/network-news,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-06-03,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Woodall Creek Forest Restoration,2023-06-17,,Woodall Creek,"Help promote a healthy plant community and a sustainable forest at Woodall Creek. Your work will improve habitat for humans who use the greenspace for recreation and wildlife that call it home. Activities include hand-pulling and cutting invasive plants such as English ivy, Chinese privet, and kudzu in a densely wooded area off trail. Physical activity such as bending, pulling, lifting, and kneeling is required. Forest restoration can be physically strenuous - be ready to break a sweat and get dirty and learn a lot while doing it!For more information and to sign up for a date, visit: https://www.treesatlanta.org/get-involved/events/forest-restoration-project-at-woodall-creek-a0V7V00000KLQRkUAP",https://www.groundworkatlanta.org/events/2023/1/21/woodall-creek-forest-restoration-r88t2-fpx8e-fgmsk-4jkkc-xx6b2,2025-07-14 06:22:51
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,Happy Summer! We're Open To Grow,2023-06-26,,,"Groundwork Milwaukee


June 26, 2023",https://www.groundworkmke.org/news-blog/2023/6/26/happy-summer-were-open-to-grow,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-07-01,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62,2025-07-14 06:22:51
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,Network News: July 2023,2023-07-14,,,"Groundwork Milwaukee


July 24, 2023",https://www.groundworkmke.org/news-blog/2023/6/20/ekvbgqyku6lda65vch082yo793qdxk,2025-07-14 06:22:51
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,"Network News - July, 2023",2023-07-14,,,"Groundwork Milwaukee


July 17, 2023",https://www.groundworkmke.org/news-blog/2023/6/30/legacy-garden,2025-07-14 06:22:51
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,Garden Week 2023,2023-07-14,,,"Groundwork Milwaukee


April 28, 2023



Newsletter",https://www.groundworkmke.org/news-blog/2023/4/28/garden-week-2023,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,City of Atlanta Farm Tour Experience,2023-07-22,,"includes food, wine, entertainment and an opportunity to shop and support locally-grown produce and products","Get on the bus for the City of Atlanta's inaugural Farm Tour Experience. This round-trip farm tour is $60 per person that includes food, wine, entertainment and an opportunity to shop and support locally-grown produce and products. This month will visit Atlanta’s Food Forests: the Urban Food Forest at Browns Mill and West Atlanta Watershed Alliance (WAWA).",https://www.groundworkatlanta.org/events/2023/7/22/city-of-atlanta-farm-tour-experience,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-08-05,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs,2025-07-14 06:22:51
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,"Near and Far, Groundwork Milwaukee",2023-08-11,,,"Groundwork Milwaukee


August 11, 2023



Groundwork in the Media",https://www.jsonline.com/story/news/2022/12/28/as-urban-flooding-rises-new-map-pinpoints-vulnerable-milwaukee-spots/69744593007/,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Outdoor Fresh Street Fest,2023-08-12,,"are a part of the ""Grows-A-Lot '' program of AgLanta Grown","Go on a small group guided tour of the City of Atlanta's market gardens that are a part of the ""Grows-A-Lot '' program of AgLanta Grown. Explore, experience, and enjoy two of the City of Atlanta's unique and diverse farms tucked away in the heart of the city, Gratitude Botanical Farm and Outdoor Fresh Farm, on August 12.",https://www.groundworkatlanta.org/events/2023/8/12/outdoor-fresh,2025-07-14 06:22:51
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,Network News: August 2023,2023-08-14,,,"Groundwork Milwaukee


August 31, 2023



Groundwork in the Media",https://www.groundworkmke.org/news-blog/2023/1/20/blog-post-template-gadps-6bazd,2025-07-14 06:22:51
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news/,Learn about how Groundwork Rhode Island uses American Forests’ Tree Equity Score Analyzer!,2023-08-18,16:09,,"Lacey Kohler2023-11-27T16:09:00-05:00August 18th, 2023|",https://groundworkri.org/learn-about-how-groundwork-rhode-island-uses-american-forests-tree-equity-score-analyzer/,2025-07-14 06:22:51
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news,Learn about how Groundwork Rhode Island uses American Forests’ Tree Equity Score Analyzer!,2023-08-18,16:09,,"Lacey Kohler2023-11-27T16:09:00-05:00August 18th, 2023|",https://groundworkri.org/learn-about-how-groundwork-rhode-island-uses-american-forests-tree-equity-score-analyzer/,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Woodall Creek Forest Restoration,2023-08-19,,Woodall Creek,"Help promote a healthy plant community and a sustainable forest at Woodall Creek. Your work will improve habitat for humans who use the greenspace for recreation and wildlife that call it home. Activities include hand-pulling and cutting invasive plants such as English ivy, Chinese privet, and kudzu in a densely wooded area off trail. Physical activity such as bending, pulling, lifting, and kneeling is required. Forest restoration can be physically strenuous - be ready to break a sweat and get dirty and learn a lot while doing it!For more information and to sign up for a date, visit: https://www.treesatlanta.org/get-involved/events/",https://www.groundworkatlanta.org/events/2023/1/21/woodall-creek-forest-restoration-r88t2-fpx8e-fgmsk-4jkkc-xx6b2-58x4r,2025-07-14 06:22:51
SOM,Somerville,https://groundworksomerville.org/,https://groundworksomerville.org/events/,Native Plant Workshops and Volunteer Hours,2023-08-19,,138 South St,"August 19, 2023 @ 10:00 am - 12:00 pm 



		Native Plant Workshops and Volunteer Hours	



		138 South St., Somerville	





Stop by the farm on Saturday, August 5 and Saturday, August 19 to learn about native plants over breakfast! The workshops, with a different theme each weekend, will be occurring…",https://groundworksomerville.org/event/native-plant-workshops-and-volunteer-hours/,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,AgLanta Eats 2023,2023-08-21,,,"AgLanta Eats celebrates, educates, and unites the components of our local food system and raises awareness and support for local farms and food producers.",https://www.groundworkatlanta.org/events/2023/8/21/aglanta-eats-2023,2025-07-14 06:22:51
SOM,Somerville,https://groundworksomerville.org/,https://groundworksomerville.org/events/,Harvest Festival,2023-08-27,,our South Street Farm,"August 27, 2023 @ 12:00 pm - 5:00 pm 



		Harvest Festival	



Come celebrate the end of our growing season with a festival at our South Street Farm! Using produce from our farm, we will have stations that include fermentation, popping corn, and making jam and salsa. There will also be informational tables to learn about native plants and local pollinators. Fun for everyone---families and all ages…",https://groundworksomerville.org/event/harvest-festival-2/,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-09-02,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs-75gr9,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Woodall Creek Forest Restoration,2023-09-23,,Woodall Creek,"Help promote a healthy plant community and a sustainable forest at Woodall Creek. Your work will improve habitat for humans who use the greenspace for recreation and wildlife that call it home. Activities include hand-pulling and cutting invasive plants such as English ivy, Chinese privet, and kudzu in a densely wooded area off trail. Physical activity such as bending, pulling, lifting, and kneeling is required. Forest restoration can be physically strenuous - be ready to break a sweat and get dirty and learn a lot while doing it!For more information and to sign up for a date, visit: https://www.treesatlanta.org/get-involved/events/",https://www.groundworkatlanta.org/events/2023/1/21/woodall-creek-forest-restoration-r88t2-fpx8e-fgmsk-4jkkc-xx6b2-58x4r-97ake,2025-07-14 06:22:51
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,"Groundwork Milwaukee Connects the Dots on Flood Risk, Climate Change, and Public Health",2023-10-04,,,"Groundwork Milwaukee


October 4, 2023



Groundwork in the Media",https://www.groundworkmke.org/news-blog/2023/10/4/groundwork-milwaukee-connects-the-dots-on-flood-risk-climate-change-and-public-health,2025-07-14 06:22:51
ERI,Erie,https://www.groundworkerie.org/,https://www.groundworkerie.org/events-1,Mayor's News Conference: Greenway Trail,2023-10-05,,"the Mayor’s News Conference on October 5th, 2023","Pastor Darrell Cook, a Groundwork Erie Board memeber, presented at the Mayor’s News Conference on October 5th, 2023. He spoke about Groundwork Erie’s involvement over the summer in the community, and the Greenway Trail project moving forward.",https://www.groundworkerie.org/events/mayors-news-conference-greenway-trail,2025-07-14 06:22:51
ERI,Erie,https://www.groundworkerie.org/,https://www.groundworkerie.org/events,Mayor's News Conference: Greenway Trail,2023-10-05,,"the Mayor’s News Conference on October 5th, 2023","Pastor Darrell Cook, a Groundwork Erie Board memeber, presented at the Mayor’s News Conference on October 5th, 2023. He spoke about Groundwork Erie’s involvement over the summer in the community, and the Greenway Trail project moving forward.",https://www.groundworkerie.org/events/mayors-news-conference-greenway-trail,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-10-07,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs-4hnp6,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Woodall Creek Forest Restoration,2023-10-21,,Woodall Creek,"Help promote a healthy plant community and a sustainable forest at Woodall Creek. Your work will improve habitat for humans who use the greenspace for recreation and wildlife that call it home. Activities include hand-pulling and cutting invasive plants such as English ivy, Chinese privet, and kudzu in a densely wooded area off trail. Physical activity such as bending, pulling, lifting, and kneeling is required. Forest restoration can be physically strenuous - be ready to break a sweat and get dirty and learn a lot while doing it!For more information and to sign up for a date, visit: https://www.treesatlanta.org/get-involved/events/",https://www.groundworkatlanta.org/events/2023/1/21/woodall-creek-forest-restoration-r88t2-fpx8e-fgmsk-4jkkc-xx6b2-58x4r-97ake-g2haa,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-11-04,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs-jtaph,2025-07-14 06:22:51
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Holiday Turkey Giveaway Event,2023-11-18,,"404 Euclid Ave, San Diego","Don't miss this fun family event where 1,000 FREE turkeys will be given away. Thanks to all of the many organizations and the San Diego Police creating this celebration for the community.",https://groundworksandiego.org/events/event-one-t35gk,2025-07-14 06:22:51
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,End of Year Giving,2023-11-21,,,"Groundwork Milwaukee


November 21, 2023",https://www.groundworkmke.org/news-blog/2023/11/15/november-2023-newsletter-73efh,2025-07-14 06:22:51
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news/,Seeking South Providence and Washington Park residents for shoreline resiliency visioning!,2023-11-27,13:32,,"Amelia Rose2025-01-24T13:32:40-05:00November 27th, 2023|",https://groundworkri.org/shoreline-resiliency-visioning/,2025-07-14 06:22:51
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news,Seeking South Providence and Washington Park residents for shoreline resiliency visioning!,2023-11-27,13:32,,"Amelia Rose2025-01-24T13:32:40-05:00November 27th, 2023|",https://groundworkri.org/shoreline-resiliency-visioning/,2025-07-14 06:22:51
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news/,Let’s look back and celebrate 2023!,2023-12-21,12:01,,"Amelia Rose2024-04-25T12:01:44-04:00December 21st, 2023|",https://groundworkri.org/2023-year-in-review/,2025-07-14 06:22:51
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news,Let’s look back and celebrate 2023!,2023-12-21,12:01,,"Amelia Rose2024-04-25T12:01:44-04:00December 21st, 2023|",https://groundworkri.org/2023-year-in-review/,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,First Day Hike - Riverwalk Atlanta,2024-01-01,,,"Start the New Year with a ""First Day"" Hike of Riverwalk Atlanta.",https://www.groundworkatlanta.org/events/2023/12/29/first-day-hike-riverwalk-atlanta,2025-07-14 06:22:51
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,EarthLab Day in the Garden,2024-01-01,,"1110 Carolina Lane, San DiegoChollas Creek Community Families","EarthLab Climate Action Park1110 Carolina Lane, San DiegoChollas Creek Community Families - Come and spend some quality time in nature! EarthLab is open to wander through the 4-acre park, stroll through the pollinator garden, sit under mother oak or ""dig in"" with docent volunteers and learn more about waterwise plants. To sign up, call, text, or email: (619) 818-0275 groundworker@groundworksandiego.org",https://groundworksandiego.org/events/event-two-2d36g,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2024-01-06,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs-jtaph-lcgm3,2025-07-14 06:22:51
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Event Four,2024-01-06,,,Sharing information on Animals and how the environment/humans are impacting their lives,https://groundworksandiego.org/events/earthlab-family-fun-day,2025-07-14 06:22:51
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Event Three,2024-01-06,,,EarthLab-Day in Garden,https://groundworksandiego.org/events/earthlab-day-in-garden,2025-07-14 06:22:51
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Martin Luther King Day Parade,2024-01-20,,,,https://groundworksandiego.org/events/martin-luther-king-day-parade,2025-07-14 06:22:51
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/press,KPBS - San Diego’s Chollas Creek overwhelmed by recent storm,2024-01-23,,,"Jan 23, 2024 - KPBS shows the effects of the flooding in Chollas Creek. Vicki Estrada, Groundwork’s Board Vice President, shares ways to improve the Creek’s design.",,2025-07-14 06:22:51
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/press,The New York Times - Out of an Apocalyptic Movie’: San Diego Residents Describe Flood Escape,2024-01-23,,,"Jan 23, 2024 -  New York Times reports on the impact of the torrential rains and subsequent flooding in Chollas Creek. Leslie Reynolds, Groundwork’s Executive Director, explains how redlined communities with disproportionate pollution, unemployment, chronic health conditions, are being most impacted...",,2025-07-14 06:22:51
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2024-02-03,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs-jtaph-lcgm3-gmcwl,2025-07-14 06:22:51
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,EarthLab-Day in Garden,2024-02-03,,,,https://groundworksandiego.org/events/earthlab-day-in-garden-ryyr2,2025-07-14 06:22:51
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/press,KPBS - San Diego has lingering issues with stormwater,2024-02-05,,,"Feb 5, 2024 -  PBS interviews a local resident and Leslie Reynolds, Groundwork’s Executive Director, on flooding issues. Leslie explains the need for Green Infrastructure solutions for the Chollas Creek watershed to protect the community and ecosystem.",,2025-07-14 06:22:51
