Trust Abbrev,Trust Name,Trust Website,Page URL,Event Title,Date,Time,Location,Description,Event URL,Scan Date
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,"Newsletter, May 2022",2022-05-26,,we’ve been up to,"Groundwork Supporters! The May newsletter is here. We’ve been outside with our network of inspired gardeners and volunteers growing things, planting trees, planning for a climate safe future, and partying! Keep scrolling to learn more about what we’ve been up to. Watch for opportunities to get invol...",https://www.groundworkmke.org/news-blog/2021/6/7/newsletter-may-2022-fwxc9,2026-01-26 06:28:10
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,"Newsletter, June 2022",2022-06-26,,"Green Team has been working on along with other program updates here, in the June edition of the Groundwork newsletter","Hey everyone! It’s the June newsletter! Early summer is one of the most exciting times of year for Groundwork. Last month we welcomed our Green Team and have already been out learning, building and growing in the neighborhood. We’re grateful for the good energy this crew has brought. Read what Green...",https://www.groundworkmke.org/news-blog/2022/6/7/newsletter-june-2022-fwxc9-73jmj,2026-01-26 06:28:10
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,Milwaukee Heat Mapping Campaign Featured on the Weather Channel,2022-06-28,,Watch Mapping Campaign,"The Weather Channel, June 28th, 2022Groundwork Milwaukee’s Outreach and Organizing Director, Jess Haven, is interviewed on the The Weather Channel about the upcoming Milwaukee Heat Watch Mapping Campaign. Watch the video at the link below or sign-up to volunteer to participate in the mapping campaig...",https://www.groundworkmke.org/news-blog/2022/6/28/milwaukee-heat-mapping-campaign-featured-on-the-weather-channel,2026-01-26 06:28:10
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,"Newsletter November, 2022",2022-11-26,,are being hit hard by the environmental hazards of urban life,Groundwork Milwaukee Garden Leaders are responsible for more than ten acres of vacant land being activated in Milwaukee County. These volunteer environmentalists are staving off the effects of climate change by preserving greenspaces in neighborhoods that are being hit hard by the environmental haza...,https://www.groundworkmke.org/news-blog/2022/6/7/newsletter-june-2022-fwxc9-73jmj-gnrkw,2026-01-26 06:28:10
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,Milwaukee Flood-Health Vulnerability Assessment,2022-12-08,,"accompanies it, tell the history of housing discrimination in Milwaukee, and the impacts of climate change in one neighborhood, Metcalfe Park","Groundwork Milwaukee, Wisconsin Health Professionals for Climate Action, The New School Urban Systems Lab, Data You Can Use, Medical College of Wisconsin, December 8th, 2022Our most current report, Milwaukee Flood Health-Vulnerability Assessment, and the storymap that accompanies it, tell the histor...",https://www.groundworkmke.org/news-blog/2022/12/08/flood-health-vulnerability,2026-01-26 06:28:10
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,Garden Week 2023,2023-01-26,,"vegetables, flowers and trees are taking root across the city","Garden Week, which we celebrated from Earth Day until Arbor Day is complete! We’ve installed, maintained and prepared 15 community gardens during this week and they’re ready to grow! Generous donations from local greenhouses and seed companies have supported Garden Leader’s efforts by providing addi...",https://www.groundworkmke.org/news-blog/2023/4/28/garden-week-2023,2026-01-26 06:28:10
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news/,"New Tree Equity Planting Initiative in Central Falls, Cumberland, Lincoln, Woonsocket, and East Providence",2023-02-10,10:32,,"Lacey Kohler2024-04-09T10:32:51-04:00February 10th, 2023|",https://groundworkri.org/new-tree-equity-planting-initiative-in-central-falls-cumberland-lincoln-and-woonsocket/,2026-01-26 06:28:10
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news,"New Tree Equity Planting Initiative in Central Falls, Cumberland, Lincoln, Woonsocket, and East Providence",2023-02-10,10:32,,"Lacey Kohler2024-04-09T10:32:51-04:00February 10th, 2023|",https://groundworkri.org/new-tree-equity-planting-initiative-in-central-falls-cumberland-lincoln-and-woonsocket/,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-05-06,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Woodall Creek Forest Restoration,2023-05-20,,Woodall Creek,"Help promote a healthy plant community and a sustainable forest at Woodall Creek. Your work will improve habitat for humans who use the greenspace for recreation and wildlife that call it home. Activities include hand-pulling and cutting invasive plants such as English ivy, Chinese privet, and kudzu in a densely wooded area off trail. Physical activity such as bending, pulling, lifting, and kneeling is required. Forest restoration can be physically strenuous - be ready to break a sweat and get dirty and learn a lot while doing it!For more information and to sign up for a date, visit: https://www.treesatlanta.org/get-involved/events/forest-restoration-project-at-woodall-creek-a0V7V00000KLQRkUAP",https://www.groundworkatlanta.org/events/2023/1/21/woodall-creek-forest-restoration-r88t2-fpx8e-fgmsk-4jkkc,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-06-03,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Woodall Creek Forest Restoration,2023-06-17,,Woodall Creek,"Help promote a healthy plant community and a sustainable forest at Woodall Creek. Your work will improve habitat for humans who use the greenspace for recreation and wildlife that call it home. Activities include hand-pulling and cutting invasive plants such as English ivy, Chinese privet, and kudzu in a densely wooded area off trail. Physical activity such as bending, pulling, lifting, and kneeling is required. Forest restoration can be physically strenuous - be ready to break a sweat and get dirty and learn a lot while doing it!For more information and to sign up for a date, visit: https://www.treesatlanta.org/get-involved/events/forest-restoration-project-at-woodall-creek-a0V7V00000KLQRkUAP",https://www.groundworkatlanta.org/events/2023/1/21/woodall-creek-forest-restoration-r88t2-fpx8e-fgmsk-4jkkc-xx6b2,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-07-01,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,City of Atlanta Farm Tour Experience,2023-07-22,,"includes food, wine, entertainment and an opportunity to shop and support locally-grown produce and products","Get on the bus for the City of Atlanta's inaugural Farm Tour Experience. This round-trip farm tour is $60 per person that includes food, wine, entertainment and an opportunity to shop and support locally-grown produce and products. This month will visit Atlanta’s Food Forests: the Urban Food Forest at Browns Mill and West Atlanta Watershed Alliance (WAWA).",https://www.groundworkatlanta.org/events/2023/7/22/city-of-atlanta-farm-tour-experience,2026-01-26 06:28:10
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,Network News: July 2023,2023-07-26,,"Lakes, and looked at the different ways these organizations have installed storm gardens, rain gardens, bioswales, cisterns, prairies, etc","Green infrastructure Tour















Groundwork Milwaukee conducted a Green Infrastructure Tour with Reflo and the Milwaukee Metropolitan Sewerage District last week, visiting Westside Academy, the Historic Walnut Hill garden, Cream City Farms and the Green Tech Station. They toured with a numbe...",https://www.groundworkmke.org/news-blog/2023/6/20/ekvbgqyku6lda65vch082yo793qdxk,2026-01-26 06:28:10
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,"Network News - July, 2023",2023-07-26,,outdoors with a photo contest,"Summertime!Summer goes by fast in Wisconsin, and Community Gardens are celebrating the season across 100 neighborhoods in Milwaukee! This season,  One hundred people stepped up decided to be responsible for fighting blight on their block by installing and caring for a community gardenby becoming a G...",https://www.groundworkmke.org/news-blog/2023/6/30/legacy-garden,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-08-05,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Outdoor Fresh Street Fest,2023-08-12,,"are a part of the ""Grows-A-Lot '' program of AgLanta Grown","Go on a small group guided tour of the City of Atlanta's market gardens that are a part of the ""Grows-A-Lot '' program of AgLanta Grown. Explore, experience, and enjoy two of the City of Atlanta's unique and diverse farms tucked away in the heart of the city, Gratitude Botanical Farm and Outdoor Fresh Farm, on August 12.",https://www.groundworkatlanta.org/events/2023/8/12/outdoor-fresh,2026-01-26 06:28:10
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news/,Learn about how Groundwork Rhode Island uses American Forests’ Tree Equity Score Analyzer!,2023-08-18,15:10,,"Lacey Kohler2025-12-16T15:10:04-05:00August 18th, 2023|",https://groundworkri.org/learn-about-how-groundwork-rhode-island-uses-american-forests-tree-equity-score-analyzer/,2026-01-26 06:28:10
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news,Learn about how Groundwork Rhode Island uses American Forests’ Tree Equity Score Analyzer!,2023-08-18,15:10,,"Lacey Kohler2025-12-16T15:10:04-05:00August 18th, 2023|",https://groundworkri.org/learn-about-how-groundwork-rhode-island-uses-american-forests-tree-equity-score-analyzer/,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Woodall Creek Forest Restoration,2023-08-19,,Woodall Creek,"Help promote a healthy plant community and a sustainable forest at Woodall Creek. Your work will improve habitat for humans who use the greenspace for recreation and wildlife that call it home. Activities include hand-pulling and cutting invasive plants such as English ivy, Chinese privet, and kudzu in a densely wooded area off trail. Physical activity such as bending, pulling, lifting, and kneeling is required. Forest restoration can be physically strenuous - be ready to break a sweat and get dirty and learn a lot while doing it!For more information and to sign up for a date, visit: https://www.treesatlanta.org/get-involved/events/",https://www.groundworkatlanta.org/events/2023/1/21/woodall-creek-forest-restoration-r88t2-fpx8e-fgmsk-4jkkc-xx6b2-58x4r,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,AgLanta Eats 2023,2023-08-21,,,"AgLanta Eats celebrates, educates, and unites the components of our local food system and raises awareness and support for local farms and food producers.",https://www.groundworkatlanta.org/events/2023/8/21/aglanta-eats-2023,2026-01-26 06:28:10
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,Network News: August 2023,2023-08-26,,"cover topics such as financing, liability, and community engagement, with the goal of promoting the cleanup and revitalization of contaminated sites across the United States","Q: Where on Earth has Groundwork been? A: The National BrownFields Conference!















“The National Brownfields Training Conference is the largest event in the nation focused on environmental revitalization and economic redevelopment. Held every two years, the conference attracts over 2,000 ...",https://www.groundworkmke.org/news-blog/2023/1/20/blog-post-template-gadps-6bazd,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-09-02,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs-75gr9,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Woodall Creek Forest Restoration,2023-09-23,,Woodall Creek,"Help promote a healthy plant community and a sustainable forest at Woodall Creek. Your work will improve habitat for humans who use the greenspace for recreation and wildlife that call it home. Activities include hand-pulling and cutting invasive plants such as English ivy, Chinese privet, and kudzu in a densely wooded area off trail. Physical activity such as bending, pulling, lifting, and kneeling is required. Forest restoration can be physically strenuous - be ready to break a sweat and get dirty and learn a lot while doing it!For more information and to sign up for a date, visit: https://www.treesatlanta.org/get-involved/events/",https://www.groundworkatlanta.org/events/2023/1/21/woodall-creek-forest-restoration-r88t2-fpx8e-fgmsk-4jkkc-xx6b2-58x4r-97ake,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-10-07,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs-4hnp6,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Woodall Creek Forest Restoration,2023-10-21,,Woodall Creek,"Help promote a healthy plant community and a sustainable forest at Woodall Creek. Your work will improve habitat for humans who use the greenspace for recreation and wildlife that call it home. Activities include hand-pulling and cutting invasive plants such as English ivy, Chinese privet, and kudzu in a densely wooded area off trail. Physical activity such as bending, pulling, lifting, and kneeling is required. Forest restoration can be physically strenuous - be ready to break a sweat and get dirty and learn a lot while doing it!For more information and to sign up for a date, visit: https://www.treesatlanta.org/get-involved/events/",https://www.groundworkatlanta.org/events/2023/1/21/woodall-creek-forest-restoration-r88t2-fpx8e-fgmsk-4jkkc-xx6b2-58x4r-97ake-g2haa,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2023-11-04,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs-jtaph,2026-01-26 06:28:10
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Holiday Turkey Giveaway Event,2023-11-18,,"404 Euclid Ave, San Diego","Don't miss this fun family event where 1,000 FREE turkeys will be given away. Thanks to all of the many organizations and the San Diego Police creating this celebration for the community.",https://groundworksandiego.org/events/event-one-t35gk,2026-01-26 06:28:10
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news/,Seeking South Providence and Washington Park residents for shoreline resiliency visioning!,2023-11-27,13:32,,"Amelia Rose2025-01-24T13:32:40-05:00November 27th, 2023|",https://groundworkri.org/shoreline-resiliency-visioning/,2026-01-26 06:28:10
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news,Seeking South Providence and Washington Park residents for shoreline resiliency visioning!,2023-11-27,13:32,,"Amelia Rose2025-01-24T13:32:40-05:00November 27th, 2023|",https://groundworkri.org/shoreline-resiliency-visioning/,2026-01-26 06:28:10
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news/,Let’s look back and celebrate 2023!,2023-12-21,12:01,,"Amelia Rose2024-04-25T12:01:44-04:00December 21st, 2023|",https://groundworkri.org/2023-year-in-review/,2026-01-26 06:28:10
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news,Let’s look back and celebrate 2023!,2023-12-21,12:01,,"Amelia Rose2024-04-25T12:01:44-04:00December 21st, 2023|",https://groundworkri.org/2023-year-in-review/,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,First Day Hike - Riverwalk Atlanta,2024-01-01,,,"Start the New Year with a ""First Day"" Hike of Riverwalk Atlanta.",https://www.groundworkatlanta.org/events/2023/12/29/first-day-hike-riverwalk-atlanta,2026-01-26 06:28:10
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,EarthLab Day in the Garden,2024-01-01,,"1110 Carolina Lane, San DiegoChollas Creek Community Families","EarthLab Climate Action Park1110 Carolina Lane, San DiegoChollas Creek Community Families - Come and spend some quality time in nature! EarthLab is open to wander through the 4-acre park, stroll through the pollinator garden, sit under mother oak or ""dig in"" with docent volunteers and learn more about waterwise plants. To sign up, call, text, or email: (619) 818-0275 groundworker@groundworksandiego.org",https://groundworksandiego.org/events/event-two-2d36g,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2024-01-06,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs-jtaph-lcgm3,2026-01-26 06:28:10
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Event Four,2024-01-06,,,Sharing information on Animals and how the environment/humans are impacting their lives,https://groundworksandiego.org/events/earthlab-family-fun-day,2026-01-26 06:28:10
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Event Three,2024-01-06,,,EarthLab-Day in Garden,https://groundworksandiego.org/events/earthlab-day-in-garden,2026-01-26 06:28:10
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Martin Luther King Day Parade,2024-01-20,,,,https://groundworksandiego.org/events/martin-luther-king-day-parade,2026-01-26 06:28:10
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/press,KPBS - San Diego’s Chollas Creek overwhelmed by recent storm,2024-01-23,,,"Jan 23, 2024 - KPBS shows the effects of the flooding in Chollas Creek. Vicki Estrada, Groundwork’s Board Vice President, shares ways to improve the Creek’s design.",,2026-01-26 06:28:10
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/press,The New York Times - Out of an Apocalyptic Movie’: San Diego Residents Describe Flood Escape,2024-01-23,,,"Jan 23, 2024 -  New York Times reports on the impact of the torrential rains and subsequent flooding in Chollas Creek. Leslie Reynolds, Groundwork’s Executive Director, explains how redlined communities with disproportionate pollution, unemployment, chronic health conditions, are being most impacted...",,2026-01-26 06:28:10
MKE,Milwaukee,https://www.groundworkmke.org/,https://www.groundworkmke.org/news-blog,"Ground Corps Completes Healing Spaces, and expands Green initiatives through 2024",2024-01-26,,,"Ground Corps has been busy all over Milwaukee working on green infrastructure construction and maintenance; building and maintaining bioswales, rain harvest structures and ADA accessible healing gardens. We built Healing spaces in neighborhoods this season, partnered with the city of Milwaukee. Phas...",,2026-01-26 06:28:10
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/author/admin/,Thank you for helping make 2024 a success!,2024-01-26,,we accomplished  [,2024 Annual Newsletter Check out all that we accomplished  [...],https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2026-01-26 06:28:10
SC,Southcoast,https://groundworksouthcoast.org/,https://groundworksouthcoast.org/events/harvest-bash/,Sponsors,2024-01-26,,,Harvest Bash 2024 is made possible thanks to generous sponsorship.,,2026-01-26 06:28:10
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2024-02-03,,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs-jtaph-lcgm3-gmcwl,2026-01-26 06:28:10
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,EarthLab-Day in Garden,2024-02-03,,,,https://groundworksandiego.org/events/earthlab-day-in-garden-ryyr2,2026-01-26 06:28:10
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/press,KPBS - San Diego has lingering issues with stormwater,2024-02-05,,,"Feb 5, 2024 -  PBS interviews a local resident and Leslie Reynolds, Groundwork’s Executive Director, on flooding issues. Leslie explains the need for Green Infrastructure solutions for the Chollas Creek watershed to protect the community and ecosystem.",,2026-01-26 06:28:10
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/press,"San Diego Union Tribune - Heavy rains offer revelations and reminders about environment, inequality",2024-02-11,,,Feb. 11 2024 - Leslie Reynolds is interviewed with other experts on the Chollas Creek Watershed climate change impacts.,,2026-01-26 06:28:10
